distance,id,fullName,degree,distance_rank
2.975612919963679,8471269,Nicklas Grossmann,205,2481.5
3.1568296795952784,8468548,Joel Lundqvist,57,4026.0
3.4118562718899987,8469546,Danny Bois,18,5570.0
2.9687378388896097,8471260,Blake Comeau,276,2423.5
3.0464392268776757,8470061,Derek Meech,75,3096.5
2.976261512517836,8472368,Chris Conner,171,2485.0
3.0428071085743937,8471284,Andrej Sekera,190,3061.0
3.1585160202360876,8470636,Josh Hennessy,62,4043.5
3.142171487871319,8471230,Marek Schwarz,40,3910.0
3.2634582954987676,8469557,Tomi Maki,18,4805.5
3.4195096640290568,8471444,Martin Houle,19,5599.5
3.0247762355688157,8468208,Joel Ward,186,2892.0
2.9616033207938774,8470018,Matt Ellis,152,2356.0
2.978596445712803,8470667,Clarke MacArthur,175,2502.0
2.9980542223375277,8470655,David Backes,176,2672.0
2.988195615514334,8469664,David Moss,162,2586.5
3.0479958490076533,8471240,Jeff Schultz,115,3113.0
3.0110260734206773,8470232,Kris Newbury,134,2776.5
3.000259437021663,8471426,Troy Brouwer,218,2688.5
3.0294461019587495,8467478,Kent Huskins,169,2931.0
3.3982358282526914,8472375,Jamie Hunt,18,5504.5
3.0956025424828124,8471879,Kyle Cumiskey,93,3536.5
2.9831365935919054,8470310,Aaron Rome,160,2538.5
3.100012971851083,8470283,Tim Brent,139,3572.5
3.06421066286159,8471748,Mark Fraser,155,3274.0
3.0063562070307435,8471362,Mikhail Grabovski,193,2740.0
3.0123232585289923,8470144,Frans Nielsen,194,2787.0
3.038266960695291,8470662,Colin Fraser,143,3019.0
3.321961343883772,8468036,Bjorn Melin,19,5128.0
3.0767933584122455,8470631,Kamil Kreps,69,3381.0
3.282656635101829,8471765,Jonathan Sigalet,18,4911.5
3.100012971851083,8470104,Tom Gilbert,237,3572.5
3.0236087689713322,8472382,Andy Greene,171,2883.0
3.3089894928006225,8470534,Yutaka Fukufuji,22,5054.0
2.9878064599818392,8471185,Curtis Glencross,216,2581.0
3.0551303671033856,8467428,Krys Barch,171,3180.0
3.0943053573744974,8470317,Nate Guenin,166,3523.0
3.177454922817486,8470687,Zack Stortini,98,4194.5
3.1544947464003115,8469587,Tomas Plihal,45,4008.0
2.9941626670125827,8471958,Dan Girardi,197,2638.0
3.035283434946167,8471276,David Krejci,162,2991.5
3.168893501102607,8472355,Rod Pelley,108,4131.0
3.231677260345051,8471793,Tomas Popperle,26,4622.0
3.150992346607861,8470698,Martin Lojek,30,3978.5
3.1529381242703334,8469535,Drew Fata,42,3996.0
